player_id,series_count,game_count,total_kills,avg_kills,max_kills,min_kills,total_deaths,avg_deaths,max_deaths,min_deaths,kd_ratio,kills_per_game,deaths_per_game,id,nickname,team_name
75216,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,75216,Strope,777
77194,1,3,6,6.0,6,6,15,15.0,15,15,0.4,2.0,5.0,77194,betinho,Case
89549,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,89549,prn,ADEPTS
89551,19,48,613,32.26315789473684,53,11,734,38.63157894736842,52,26,0.8351498637602179,12.770833333333334,15.291666666666666,89551,cHeuuuuk',ADEPTS
89553,17,42,496,29.176470588235293,51,7,699,41.11764705882353,61,28,0.709585121602289,11.80952380952381,16.642857142857142,89553,Oxbrandd,ADEPTS
89555,19,48,762,40.10526315789474,58,16,648,34.10526315789474,45,24,1.1759259259259258,15.875,13.5,89555,Chucky,ADEPTS
89557,19,48,642,33.78947368421053,52,14,710,37.36842105263158,53,25,0.9042253521126761,13.375,14.791666666666666,89557,Tarkky,ADEPTS
97735,6,8,135,22.5,44,5,113,18.833333333333332,27,10,1.1946902654867257,16.875,14.125,97735,baccseven,Galorys Academy
98457,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,98457,tau7,Preasy Esports
108591,37,89,1360,36.75675675675676,70,18,1272,34.37837837837838,63,12,1.069182389937107,15.280898876404494,14.292134831460674,108591,OneUn1que,L&G
110876,120,281,4360,36.333333333333336,71,15,4343,36.19166666666667,64,14,1.0039143449228645,15.516014234875446,15.455516014234876,110876,zed1x,Seight
110878,136,318,4707,34.61029411764706,65,16,4693,34.50735294117647,73,13,1.0029831664180695,14.80188679245283,14.757861635220126,110878,faLcOn,Gameinside
110880,145,340,5511,38.00689655172414,73,12,5098,35.15862068965517,74,15,1.0810121616320125,16.208823529411763,14.994117647058824,110880,Kleepok,Gameinside
110882,137,319,5358,39.10948905109489,89,17,4539,33.13138686131387,64,9,1.180436219431593,16.796238244514107,14.22884012539185,110882,Shleper,Gameinside
110884,144,345,5259,36.520833333333336,75,10,5392,37.44444444444444,71,12,0.975333827893175,15.243478260869566,15.628985507246377,110884,noeN,Seight
110885,135,325,4815,35.666666666666664,69,12,5208,38.577777777777776,68,22,0.9245391705069125,14.815384615384616,16.024615384615384,110885,myata,NightRaid
110887,135,323,4745,35.148148148148145,72,5,5262,38.977777777777774,72,15,0.9017483846446218,14.690402476780186,16.291021671826627,110887,yakut,Purple Haze
110889,130,309,4330,33.30769230769231,58,7,5039,38.761538461538464,64,15,0.8592974796586624,14.01294498381877,16.307443365695793,110889,ZLOBAAAAAAAA,Seight
110891,103,247,3845,37.33009708737864,65,11,4058,39.398058252427184,71,23,0.9475110892065056,15.566801619433198,16.42914979757085,110891,sashqua,Seight
110897,4,8,132,33.0,40,29,142,35.5,42,31,0.9295774647887324,16.5,17.75,110897,Frontsiderr,DevilsOne
110899,2,4,66,33.0,38,28,67,33.5,38,29,0.9850746268656716,16.5,16.75,110899,-ZEMO,DevilsOne
110901,4,8,103,25.75,35,18,143,35.75,42,31,0.7202797202797203,12.875,17.875,110901,PeTeRoOo,DevilsOne
110903,4,8,143,35.75,45,28,146,36.5,43,33,0.9794520547945206,17.875,18.25,110903,suonko,DevilsOne
110926,6,11,171,28.5,49,15,123,20.5,31,9,1.3902439024390243,15.545454545454545,11.181818181818182,110926,rem1x,Vikings KR
110928,6,11,158,26.333333333333332,45,10,113,18.833333333333332,30,8,1.3982300884955752,14.363636363636363,10.272727272727273,110928,realz1n,Vikings KR
110930,6,11,149,24.833333333333332,38,11,141,23.5,47,8,1.0567375886524824,13.545454545454545,12.818181818181818,110930,zmb,Vikings KR
110932,11,27,448,40.72727272727273,66,7,404,36.72727272727273,58,10,1.108910891089109,16.59259259259259,14.962962962962964,110932,ksloks,ODDIK
110934,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,110934,honda,Vikings KR
110936,7,14,197,28.142857142857142,56,6,257,36.714285714285715,66,14,0.7665369649805448,14.071428571428571,18.357142857142858,110936,shoowtime,Bounty Hunters
110938,4,11,163,40.75,56,19,181,45.25,54,29,0.9005524861878453,14.818181818181818,16.454545454545453,110938,Reix,Bounty Hunters
110940,7,14,222,31.714285714285715,62,7,204,29.142857142857142,47,13,1.088235294117647,15.857142857142858,14.571428571428571,110940,KAISERzy,Bounty Hunters
110942,7,14,165,23.571428571428573,45,7,225,32.142857142857146,58,12,0.7333333333333333,11.785714285714286,16.071428571428573,110942,bnc77,Bounty Hunters
110944,10,22,372,37.2,69,7,331,33.1,52,8,1.1238670694864048,16.90909090909091,15.045454545454545,110944,piriajr,Fluxo
110954,155,369,6566,42.36129032258064,81,10,5523,35.63225806451613,65,10,1.1888466413181242,17.794037940379404,14.967479674796747,110954,yaph,REMBAZA
110956,1,3,10,10.0,10,10,16,16.0,16,16,0.625,3.3333333333333335,5.333333333333333,110956,dera,Seight
110958,157,372,6610,42.10191082802548,83,11,5990,38.152866242038215,63,15,1.1035058430717863,17.768817204301076,16.102150537634408,110958,PARKER,NightRaid
110960,142,338,5034,35.45070422535211,70,11,5378,37.87323943661972,66,17,0.9360357010040907,14.893491124260356,15.911242603550296,110960,Sul9n,NightRaid
110962,139,329,4713,33.906474820143885,62,12,4897,35.23021582733813,61,8,0.9624259750867878,14.325227963525835,14.884498480243161,110962,soNdarryll,Gameinside
110964,163,392,6503,39.895705521472394,75,16,6211,38.104294478527606,68,11,1.0470133633875383,16.589285714285715,15.84438775510204,110964,L1keRuch,REMBAZA
110966,125,296,4549,36.392,67,8,4767,38.136,69,10,0.9542689322425005,15.368243243243244,16.10472972972973,110966,M1rage0,NightRaid
110968,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,110968,w0of1e,REMBAZA
110970,154,374,5523,35.86363636363637,67,16,6011,39.032467532467535,73,12,0.9188155049076693,14.767379679144385,16.072192513368982,110970,TeeZZ,Purple Haze
110972,139,341,4771,34.32374100719424,69,13,5468,39.33812949640288,71,15,0.8725310899780542,13.991202346041055,16.035190615835777,110972,mav1k,Purple Haze
110974,152,370,6657,43.796052631578945,75,9,5964,39.23684210526316,70,13,1.1161971830985915,17.991891891891893,16.11891891891892,110974,bodyaooo,Purple Haze
110976,139,329,4986,35.8705035971223,75,11,5275,37.94964028776978,68,11,0.94521327014218,15.155015197568389,16.033434650455927,110976,DK,REMBAZA
110978,141,345,5694,40.38297872340426,78,11,5447,38.63120567375886,69,15,1.045346062052506,16.504347826086956,15.788405797101449,110978,Tymoshevskiy,Purple Haze
111007,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,111007,SLY,777
111009,13,33,539,41.46153846153846,58,20,553,42.53846153846154,66,23,0.9746835443037974,16.333333333333332,16.757575757575758,111009,bobeksde,Johnny Speeds
111011,13,33,422,32.46153846153846,51,18,509,39.15384615384615,56,19,0.8290766208251473,12.787878787878787,15.424242424242424,111011,Ro1f,Johnny Speeds
111013,14,36,626,44.714285714285715,68,27,607,43.357142857142854,58,24,1.031301482701812,17.38888888888889,16.86111111111111,111013,spooke,Johnny Speeds
111015,13,33,553,42.53846153846154,71,28,479,36.84615384615385,51,19,1.1544885177453028,16.757575757575758,14.515151515151516,111015,draken,Johnny Speeds
111170,4,10,132,33.0,41,17,133,33.25,41,25,0.9924812030075187,13.2,13.3,111170,lenci,LA CHAMPIONS LIGA
111182,7,18,294,42.0,65,19,216,30.857142857142858,45,15,1.3611111111111112,16.333333333333332,12.0,111182,mello,Game Hunters
111193,9,21,238,26.444444444444443,39,18,305,33.888888888888886,54,23,0.780327868852459,11.333333333333334,14.523809523809524,111193,⑳ JLK,MIBR Academy
111195,6,14,148,24.666666666666668,41,15,204,34.0,48,28,0.7254901960784313,10.571428571428571,14.571428571428571,111195,★ ⑳ bobz,MIBR Academy
111197,11,26,362,32.90909090909091,51,17,365,33.18181818181818,46,19,0.9917808219178083,13.923076923076923,14.038461538461538,111197,Markz,paiN Academy
111199,14,33,551,39.357142857142854,88,19,478,34.142857142857146,56,17,1.1527196652719665,16.696969696969695,14.484848484848484,111199,mlhzin,MIBR Academy
111201,14,33,432,30.857142857142858,58,15,456,32.57142857142857,51,10,0.9473684210526315,13.090909090909092,13.818181818181818,111201,brn$,MIBR Academy
111203,6,11,157,26.166666666666668,38,13,140,23.333333333333332,38,10,1.1214285714285714,14.272727272727273,12.727272727272727,111203,lukiz,Vikings KR
111238,11,27,333,30.272727272727273,50,9,393,35.72727272727273,55,11,0.8473282442748091,12.333333333333334,14.555555555555555,111238,matios,ODDIK
111240,11,27,391,35.54545454545455,58,19,378,34.36363636363637,53,7,1.0343915343915344,14.481481481481481,14.0,111240,WOOD7,ODDIK
111242,11,27,429,39.0,55,15,430,39.09090909090909,65,10,0.9976744186046511,15.88888888888889,15.925925925925926,111242,naitte,ODDIK
111244,11,27,437,39.72727272727273,59,16,389,35.36363636363637,56,11,1.1233933161953729,16.185185185185187,14.407407407407407,111244,togs,ODDIK
111250,8,21,314,39.25,54,29,282,35.25,51,17,1.1134751773049645,14.952380952380953,13.428571428571429,111250,card,MIBR Academy
111258,12,28,383,31.916666666666668,53,15,391,32.583333333333336,49,20,0.979539641943734,13.678571428571429,13.964285714285714,111258,divine,9z Academy
111260,12,28,414,34.5,52,13,426,35.5,56,20,0.971830985915493,14.785714285714286,15.214285714285714,111260,slashzz,9z Academy
111261,12,28,370,30.833333333333332,44,18,430,35.833333333333336,53,26,0.8604651162790697,13.214285714285714,15.357142857142858,111261,neozix,9z Academy
111263,12,28,374,31.166666666666668,49,15,403,33.583333333333336,47,19,0.9280397022332506,13.357142857142858,14.392857142857142,111263,MaxOff,9z Academy
111265,9,24,355,39.44444444444444,61,20,332,36.888888888888886,50,24,1.069277108433735,14.791666666666666,13.833333333333334,111265,bsd,Case
111267,11,24,408,37.09090909090909,62,14,375,34.09090909090909,57,16,1.088,17.0,15.625,111267,leomonster,Bad News Chickens
111271,14,31,420,30.0,50,14,463,33.07142857142857,56,22,0.9071274298056156,13.548387096774194,14.935483870967742,111271,cso,Sensei
111273,15,34,397,26.466666666666665,53,11,507,33.8,56,16,0.7830374753451677,11.676470588235293,14.911764705882353,111273,CutzMeretz,Sensei
111355,1,2,27,27.0,27,27,22,22.0,22,22,1.2272727272727273,13.5,11.0,111355,leo_drk,Hype E-sports
111357,1,2,30,30.0,30,30,17,17.0,17,17,1.7647058823529411,15.0,8.5,111357,MaLLby,Hype E-sports
111359,1,2,32,32.0,32,32,20,20.0,20,20,1.6,16.0,10.0,111359,vinaabeast,Hype E-sports
111363,1,2,43,43.0,43,43,13,13.0,13,13,3.3076923076923075,21.5,6.5,111363,history,Hype E-sports
111382,33,87,1247,37.78787878787879,66,17,1427,43.24242424242424,63,22,0.8738612473721094,14.333333333333334,16.402298850574713,111382,artist,Verdant
111384,34,89,1252,36.8235294117647,67,18,1509,44.38235294117647,62,21,0.829688535453943,14.067415730337078,16.95505617977528,111384,Extinct,Verdant
111386,33,87,1501,45.484848484848484,79,24,1234,37.39393939393939,56,15,1.2163695299837924,17.25287356321839,14.183908045977011,111386,Diviiii,Verdant
111388,32,84,1210,37.8125,71,13,1376,43.0,63,25,0.8793604651162791,14.404761904761905,16.38095238095238,111388,Vacancy,Verdant
111390,30,78,1110,37.0,63,16,1192,39.733333333333334,59,19,0.9312080536912751,14.23076923076923,15.282051282051283,111390,Girafffe,Verdant
111392,5,13,193,38.6,53,30,203,40.6,50,29,0.9507389162561576,14.846153846153847,15.615384615384615,111392,innocent,Rebels Gaming
111394,5,13,206,41.2,65,22,213,42.6,57,31,0.9671361502347418,15.846153846153847,16.384615384615383,111394,casey,Rebels Gaming
111396,5,13,202,40.4,53,32,196,39.2,53,25,1.030612244897959,15.538461538461538,15.076923076923077,111396,kisserek,Rebels Gaming
111398,5,13,195,39.0,45,32,202,40.4,53,27,0.9653465346534653,15.0,15.538461538461538,111398,flayyy,Rebels Gaming
111400,5,13,185,37.0,47,26,204,40.8,59,25,0.9068627450980392,14.23076923076923,15.692307692307692,111400,olimp,Rebels Gaming
111404,23,55,731,31.782608695652176,58,18,798,34.69565217391305,64,23,0.9160401002506265,13.290909090909091,14.50909090909091,111404,ex1st,Anonymo
111406,16,37,564,35.25,83,16,530,33.125,66,13,1.0641509433962264,15.243243243243244,14.324324324324325,111406,U10m3k,Haspers Team
111408,33,77,1129,34.21212121212121,60,20,1049,31.78787878787879,63,17,1.0762631077216396,14.662337662337663,13.623376623376624,111408,fr3nd,Permitta
111411,17,39,545,32.05882352941177,54,17,554,32.588235294117645,67,17,0.983754512635379,13.974358974358974,14.205128205128204,111411,l3abaYaga,Haspers Team
111434,14,33,440,31.428571428571427,51,15,440,31.428571428571427,53,10,1.0,13.333333333333334,13.333333333333334,111434,RenanZin,MIBR Academy
111440,11,24,325,29.545454545454547,45,8,357,32.45454545454545,55,10,0.9103641456582633,13.541666666666666,14.875,111440,hoax,Sharks
111442,4,9,96,24.0,28,18,118,29.5,38,15,0.8135593220338984,10.666666666666666,13.11111111111111,111442,ninjaZ,Galorys
111444,4,9,152,38.0,45,32,126,31.5,44,18,1.2063492063492063,16.88888888888889,14.0,111444,tomate,Galorys
111446,3,7,105,35.0,40,31,91,30.333333333333332,35,26,1.1538461538461537,15.0,13.0,111446,detr0ittj,Galorys
111448,4,9,127,31.75,52,24,133,33.25,49,27,0.9548872180451128,14.11111111111111,14.777777777777779,111448,happ,Nitro
111458,8,19,321,40.125,63,25,283,35.375,55,17,1.1342756183745584,16.894736842105264,14.894736842105264,111458,diozera,MIBR Academy
111471,4,9,122,30.5,41,20,113,28.25,38,23,1.079646017699115,13.555555555555555,12.555555555555555,111471,xns,Players
111477,9,21,248,27.555555555555557,40,15,300,33.333333333333336,50,20,0.8266666666666667,11.80952380952381,14.285714285714286,111477,㉑ PremiuM,Yawara Esports
111479,14,31,541,38.642857142857146,69,7,489,34.92857142857143,59,10,1.1063394683026584,17.451612903225808,15.774193548387096,111479,doc,Sharks
111481,14,31,474,33.857142857142854,72,11,438,31.285714285714285,49,8,1.082191780821918,15.290322580645162,14.129032258064516,111481,gafolo,Sharks
111483,14,31,438,31.285714285714285,48,6,463,33.07142857142857,56,7,0.9460043196544277,14.129032258064516,14.935483870967742,111483,rdn,Sharks
111485,14,31,513,36.642857142857146,70,10,446,31.857142857142858,51,7,1.1502242152466369,16.548387096774192,14.387096774193548,111485,koala,Sharks
111487,4,9,129,32.25,41,21,128,32.0,53,20,1.0078125,14.333333333333334,14.222222222222221,111487,pepe,Sharks
111489,5,10,148,29.6,45,18,135,27.0,46,12,1.0962962962962963,14.8,13.5,111489,ALLE,Solid
111491,7,16,217,31.0,47,21,197,28.142857142857142,44,22,1.101522842639594,13.5625,12.3125,111491,lcm,Sensei
111493,5,10,134,26.8,36,17,141,28.2,50,15,0.950354609929078,13.4,14.1,111493,destiny,Solid
111495,4,9,138,34.5,45,28,119,29.75,37,14,1.1596638655462186,15.333333333333334,13.222222222222221,111495,xureba,Galorys
111497,5,10,134,26.8,49,10,137,27.4,49,15,0.9781021897810219,13.4,13.7,111497,gbb,Solid
111520,15,34,463,30.866666666666667,49,15,520,34.666666666666664,51,16,0.8903846153846153,13.617647058823529,15.294117647058824,111520,raalz,9INE
111522,15,34,534,35.6,51,17,465,31.0,52,15,1.1483870967741936,15.705882352941176,13.676470588235293,111522,mantuu,9INE
111524,15,34,553,36.86666666666667,58,15,469,31.266666666666666,50,18,1.1791044776119404,16.264705882352942,13.794117647058824,111524,refrezh,9INE
111526,15,34,530,35.333333333333336,50,21,540,36.0,58,17,0.9814814814814815,15.588235294117647,15.882352941176471,111526,misutaaa,9INE
111528,15,34,514,34.266666666666666,45,16,523,34.86666666666667,60,18,0.982791586998088,15.117647058823529,15.382352941176471,111528,s0und,9INE
111557,25,58,739,29.56,54,16,859,34.36,58,21,0.860302677532014,12.741379310344827,14.810344827586206,111557,MiGHTYMAX,ENDPOINT
111558,25,58,825,33.0,48,16,819,32.76,48,19,1.0073260073260073,14.224137931034482,14.120689655172415,111558,Surreal^,ENDPOINT
111560,25,58,910,36.4,60,12,854,34.16,53,20,1.0655737704918034,15.689655172413794,14.724137931034482,111560,cej0t,ENDPOINT
111562,25,58,869,34.76,60,20,824,32.96,51,21,1.0546116504854368,14.982758620689655,14.206896551724139,111562,CRUC1AL,ENDPOINT
111564,25,58,891,35.64,61,13,878,35.12,53,22,1.0148063781321184,15.362068965517242,15.137931034482758,111564,AZUWU,ENDPOINT
111591,9,24,334,37.111111111111114,51,19,369,41.0,50,27,0.9051490514905149,13.916666666666666,15.375,111591,yepz,Case
111593,9,24,293,32.55555555555556,52,15,402,44.666666666666664,59,34,0.7288557213930348,12.208333333333334,16.75,111593,RICIOLI,Case
111595,9,24,353,39.22222222222222,58,25,388,43.111111111111114,55,27,0.9097938144329897,14.708333333333334,16.166666666666668,111595,nyezin,Case
111597,9,24,414,46.0,69,22,384,42.666666666666664,58,32,1.078125,17.25,16.0,111597,urban0,Case
111599,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,111599,paqueta,Case
111631,48,121,1711,35.645833333333336,67,17,1756,36.583333333333336,53,15,0.974373576309795,14.140495867768594,14.512396694214877,111631,maaryy,Permitta
111632,48,121,1902,39.625,59,15,1919,39.979166666666664,62,19,0.9911412193850964,15.71900826446281,15.859504132231406,111632,tomiko,Permitta
111634,48,121,1555,32.395833333333336,59,17,1946,40.541666666666664,63,19,0.7990750256937307,12.851239669421487,16.082644628099175,111634,masked,Permitta
111636,48,121,1892,39.416666666666664,66,18,1848,38.5,59,19,1.0238095238095237,15.636363636363637,15.272727272727273,111636,bnox,Permitta
111639,30,78,1161,38.7,62,20,1138,37.93333333333333,52,20,1.0202108963093146,14.884615384615385,14.58974358974359,111639,FpSSS,INSILIO
111641,30,78,1303,43.43333333333333,61,22,1126,37.53333333333333,53,18,1.1571936056838366,16.705128205128204,14.435897435897436,111641,sugaR,INSILIO
111642,25,65,990,39.6,59,26,985,39.4,55,18,1.0050761421319796,15.23076923076923,15.153846153846153,111642,Polt,INSILIO
111643,30,78,1096,36.53333333333333,59,19,1186,39.53333333333333,53,22,0.924114671163575,14.051282051282051,15.205128205128204,111643,faydett,INSILIO
111645,30,78,1217,40.56666666666667,64,20,1185,39.5,54,25,1.0270042194092828,15.602564102564102,15.192307692307692,111645,Pipw,INSILIO
111647,34,81,1243,36.55882352941177,68,12,1256,36.94117647058823,66,24,0.9896496815286624,15.345679012345679,15.506172839506172,111647,Beccie,Preasy Esports
111649,34,81,1085,31.91176470588235,63,13,1341,39.44117647058823,66,26,0.8090976882923192,13.395061728395062,16.555555555555557,111649,Equip,Preasy Esports
111651,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,111651,VireZ,Preasy Esports
111653,4,9,135,33.75,46,20,140,35.0,50,28,0.9642857142857143,15.0,15.555555555555555,111653,skejs,Preasy Esports
