id,nickname,title,team_id,team_name,private
64764,tasman,Counter Strike 2,53677,RUBY,False
65064,m1QUSE,Counter Strike 2,52068,Aurora YB,False
65215,lezy,Counter Strike 2,50948,9z Academy,False
65558,Lekzi,Counter Strike 2,54155,Bestia Academy,False
65829,EmiliaQAQ,Counter Strike 2,49575,Lynn Vision,False
66066,Senzu,Counter Strike 2,51177,The MongolZ,False
67467,hampus,Counter Strike 2,53618,Johnny Speeds,False
67963,notineki,Counter Strike 2,52247,Cybershoke,False
67967,kelieN,Counter Strike 2,51542,INSILIO,False
68240,hfah,Counter Strike 2,53957,Betclic Apogee Esports,False
68242,yuki,Counter Strike 2,53937,Team Next Level,False
68483,qzr,Counter Strike 2,50020,777,False
71459,splaw1k,Counter Strike 2,51986,Illuminar gaming,False
72040,kabul,Counter Strike 2,51771,Agency Clan,False
72044,Mané,Counter Strike 2,54067,Impulse GW,False
72222,sprayxd,Counter Strike 2,49960,Young Ninjas,False
72250,hK,Counter Strike 2,50933,Rhyno Esports,False
72956,SpavaQu,Counter Strike 2,51986,Illuminar gaming,False
72999,dex,Counter Strike 2,51318,Eyeballers,False
74811,chudy,Counter Strike 2,51930,Anonymo,False
75881,EspiranTo,Counter Strike 2,54119,Ex-9INE Academy,False
76968,rayxts,Counter Strike 2,51484,LAG,False
76972,weeza,Counter Strike 2,51484,LAG,False
77291,hyza,Counter Strike 2,53998,Lore,False
78229,FxRE,Counter Strike 2,53817,Final Form,False
78231,CoolComs,Counter Strike 2,53817,Final Form,False
78233,Fruitcupx,Counter Strike 2,53033,BOSS,False
78237,drop,Counter Strike 2,51813,MIBR,False
78470,Gabie,Counter Strike 2,51551,Homyno,False
78472,Melio,Counter Strike 2,51551,Homyno,False
78641,JoJo,Counter Strike 2,53998,Lore,False
78667,raW--,Counter Strike 2,54128,SweetBonanzers,False
78675,slump,Counter Strike 2,52061,FLUFFY AIMERS,False
80615,taggy,Counter Strike 2,53106,Akimbo,False
85319,H4SAN4TOR,Counter Strike 2,52222,Team Space,False
86827,stanf1x,Counter Strike 2,53999,Dangerous,False
88945,Nivera,Counter Strike 2,52244,Revenant,False
89551,cHeuuuuk',Counter Strike 2,53826,ADEPTS,False
89553,Oxbrandd,Counter Strike 2,53826,ADEPTS,False
89555,Chucky,Counter Strike 2,53826,ADEPTS,False
89557,Tarkky,Counter Strike 2,53826,ADEPTS,False
90207,toffee,Defense of the Ancients 2,52994,Team Hryvnia,False
90208,lib,Defense of the Ancients 2,52994,Team Hryvnia,False
90210,fortniteMan,Defense of the Ancients 2,54025,Palianytsia,False
90524,paw,Defense of the Ancients 2,20413,Dragon Esports Club,False
90525,geO`,Defense of the Ancients 2,52994,Team Hryvnia,False
90526,Norma,Defense of the Ancients 2,20413,Dragon Esports Club,False
90527,matsarellow,Defense of the Ancients 2,52994,Team Hryvnia,False
90528,dualrazee,Defense of the Ancients 2,20413,Dragon Esports Club,False
90529,dizzying,Defense of the Ancients 2,47004,Matreshka,False
90531,Difference,Defense of the Ancients 2,4017,One Move,False
90532,GrOOm,Defense of the Ancients 2,47004,Matreshka,False
90533,death domain,Defense of the Ancients 2,47004,Matreshka,False
90676,Ethereal,Defense of the Ancients 2,3095,Hydra,False
90677,waveformn,Defense of the Ancients 2,52995,Nightshade Esports,False
90678,ififall,Defense of the Ancients 2,53192,V1dar Gaming,False
90679,Jeezy,Defense of the Ancients 2,969,Level UP MarsBahis,False
90681,Moonlight,Defense of the Ancients 2,54025,Palianytsia,False
90682,Crystallize,Defense of the Ancients 2,54025,Palianytsia,False
90684,QBFY,Defense of the Ancients 2,54025,Palianytsia,False
90685,VladikTheHtiviy,Defense of the Ancients 2,54025,Palianytsia,False
90787,Sneaky,Defense of the Ancients 2,47022,GRIN ESports,False
90789,Wits,Defense of the Ancients 2,54186,Wintraders,False
90790,Alone<,Defense of the Ancients 2,3188,Lava,False
90791,Ryu,Defense of the Ancients 2,47983,FUSION Esports,False
90792,Michael~,Defense of the Ancients 2,47983,FUSION Esports,False
90793,Prada,Defense of the Ancients 2,47983,FUSION Esports,False
90914,millky,Defense of the Ancients 2,47022,GRIN ESports,False
90956,PiPi,Defense of the Ancients 2,47613,Infinity,False
90960,Cook,Defense of the Ancients 2,4115,Qhali,False
90968,Costabile,Defense of the Ancients 2,53742,Cuyes eSports,False
91229,Fernans,Defense of the Ancients 2,53440,Passion UA,False
91230,niche,Defense of the Ancients 2,53440,Passion UA,False
91232,yowaai,Defense of the Ancients 2,53440,Passion UA,False
91234,Batyuk,Defense of the Ancients 2,53440,Passion UA,False
91236,flacko,Defense of the Ancients 2,53440,Passion UA,False
91262,h1ghnesS,Counter Strike 2,53827,Fluffy Gangsters,False
91264,Djon8,Counter Strike 2,53827,Fluffy Gangsters,False
91268,takanashi,Counter Strike 2,53827,Fluffy Gangsters,False
93359,Bambosh,Counter Strike 2,54194,Insomnia,False
97284,kln,Counter Strike 2,54160,2070,False
97735,baccseven,Counter Strike 2,54157,Galorys Academy,False
98275,INFERNAL,Defense of the Ancients 2,20413,Dragon Esports Club,False
101792,Treehen,Counter Strike 2,54125,Leftovers,False
101798,Fearlessbeatle,Counter Strike 2,54125,Leftovers,False
101800,colin,Counter Strike 2,53986,Kunai,False
101935,Hollo,Counter Strike 2,54121,Planet Express,False
101937,Orb1t,Counter Strike 2,54111,Fisher Tsunami,False
101940,Zhenn,Counter Strike 2,54121,Planet Express,False
101975,FRIZZY,Counter Strike 2,53848,After Hours,False
101981,Icarus,Counter Strike 2,52101,GTZ Esports,False
101982,Freaky,Counter Strike 2,53848,After Hours,False
101989,glxy,Counter Strike 2,53412,ENIGMA,False
101991,Tiski,Counter Strike 2,53412,ENIGMA,False
102016,lambchoppington 3,Counter Strike 2,54107,Alter Iron Club,False
102024,misha,Counter Strike 2,54107,Alter Iron Club,False
102620,Luke4k,Counter Strike 2,53932,Team Aether,False
102660,pr1metapz,Counter Strike 2,53896,BC.Game Esports,False
103085,Cher1on,Counter Strike 2,54199,Mission Possible,False
103298,realzen,Counter Strike 2,52040,BRUTE,False
104031,SSS,Defense of the Ancients 2,4017,One Move,False
104033,WoE,Defense of the Ancients 2,4017,One Move,False
104037,Reine,Defense of the Ancients 2,4017,One Move,False
104236,SoNNeikO,Defense of the Ancients 2,53934,AVULUS,False
104238,Smiling Knight,Defense of the Ancients 2,53934,AVULUS,False
104240,Ekki,Defense of the Ancients 2,53934,AVULUS,False
104244,Xibbe,Defense of the Ancients 2,53934,AVULUS,False
104603,aik,Defense of the Ancients 2,47375,Virtus.Pro,False
104605,MikSa`,Defense of the Ancients 2,54203,Zero Tenacity,False
104646,shigetsu,Defense of the Ancients 2,53857,DMS,False
104655,LenS,Defense of the Ancients 2,54029,Team Lens,False
104670,Immersion,Defense of the Ancients 2,47374,MOUZ,False
104675,cvrsxd,Defense of the Ancients 2,54030,Team Zxcursed,False
104677,nattynarwhal_,Defense of the Ancients 2,54190,4Pirates,False
104687,Thiolicor,Defense of the Ancients 2,54203,Zero Tenacity,False
104745,YoR,Defense of the Ancients 2,53721,Free Stack,False
104747,kendallx,Defense of the Ancients 2,54187,Iron Wild,False
104749,Kiri^^ <,Defense of the Ancients 2,54186,Wintraders,False
104750,wonderk1d^^<,Defense of the Ancients 2,47613,Infinity,False
104762,Argius,Defense of the Ancients 2,4115,Qhali,False
104766,Masha,Defense of the Ancients 2,4115,Qhali,False
104768,SHEOL,Defense of the Ancients 2,3755,South Team,False
104770,Austin,Defense of the Ancients 2,54187,Iron Wild,False
104776,monkeys-forever,Defense of the Ancients 2,47022,GRIN ESports,False
104782,RCY,Defense of the Ancients 2,53863,Apex Genesis,False
104834,SsaSparTaN.,Defense of the Ancients 2,969,Level UP MarsBahis,False
104835,Focus,Defense of the Ancients 2,969,Level UP MarsBahis,False
104838,Skylark,Defense of the Ancients 2,969,Level UP MarsBahis,False
104839,Astral,Defense of the Ancients 2,3095,Hydra,False
104840,rincyq,Defense of the Ancients 2,53857,DMS,False
104844,ряф^^,Defense of the Ancients 2,47440,Nemiga,False
104888,Samson,Defense of the Ancients 2,53863,Apex Genesis,False
104890,W1sh-,Defense of the Ancients 2,53863,Apex Genesis,False
104892,Fayde,Defense of the Ancients 2,53863,Apex Genesis,False
104894,Bignum,Defense of the Ancients 2,53863,Apex Genesis,False
104895,Yamsun,Defense of the Ancients 2,53863,Apex Genesis,False
104901,Hanzama <,Defense of the Ancients 2,48636,AcatSuki,False
104929,Stojkov,Defense of the Ancients 2,54203,Zero Tenacity,False
104931,Kotaro,Defense of the Ancients 2,47983,FUSION Esports,False
104933,SLATEM$,Defense of the Ancients 2,53742,Cuyes eSports,False
104937,Mjz,Defense of the Ancients 2,54186,Wintraders,False
104939,N1ght,Defense of the Ancients 2,53742,Cuyes eSports,False
104941,ILICH-,Defense of the Ancients 2,53742,Cuyes eSports,False
105446,Kiseki``,Defense of the Ancients 2,52994,Team Hryvnia,False
105610,Speeed,Defense of the Ancients 2,53863,Apex Genesis,False
106887,Munkushi~,Defense of the Ancients 2,53516,1Win,False
106889,CHIRA_JUNIOR,Defense of the Ancients 2,53516,1Win,False
106891,swedenstrong,Defense of the Ancients 2,53516,1Win,False
106893,RESPECT,Defense of the Ancients 2,53516,1Win,False
106895,Cloud,Defense of the Ancients 2,53516,1Win,False
106897,NARMAN,Defense of the Ancients 2,47374,MOUZ,False
106899,Force,Defense of the Ancients 2,47374,MOUZ,False
106901,Supream^,Defense of the Ancients 2,47374,MOUZ,False
106903,Ulnit,Defense of the Ancients 2,47374,MOUZ,False
106904,Bengan,Defense of the Ancients 2,47374,MOUZ,False
106911,dEsire.n3ttlee ❤️,Defense of the Ancients 2,53934,AVULUS,False
106917,Worick,Defense of the Ancients 2,52993,Night Pulse,False
106918,Till the end,Defense of the Ancients 2,53857,DMS,False
106920,Kami,Defense of the Ancients 2,52993,Night Pulse,False
106922,JANTER,Defense of the Ancients 2,52993,Night Pulse,False
106941,erase,Defense of the Ancients 2,48290,9 Pandas,False
106949,Solo,Defense of the Ancients 2,48290,9 Pandas,False
106957,Yuta`,Defense of the Ancients 2,48290,9 Pandas,False
107111,miyaoo,Defense of the Ancients 2,47440,Nemiga,False
107149,7jesu,Defense of the Ancients 2,54023,Asakura,False
107153,zvёzd,Defense of the Ancients 2,54023,Asakura,False
107159,Ren,Defense of the Ancients 2,3095,Hydra,False
107166,gotthejuice,Defense of the Ancients 2,47405,NaVi Junior,False
107167,daze,Defense of the Ancients 2,47405,NaVi Junior,False
107169,Niku,Defense of the Ancients 2,47405,NaVi Junior,False
107171,pma,Defense of the Ancients 2,47405,NaVi Junior,False
107173,Riddys,Defense of the Ancients 2,47405,NaVi Junior,False
107184,antowawawa,Defense of the Ancients 2,47440,Nemiga,False
107188,xsvampire,Defense of the Ancients 2,20413,Dragon Esports Club,False
107198,StoneBank,Defense of the Ancients 2,969,Level UP MarsBahis,False
107448,Flow,Defense of the Ancients 2,48636,AcatSuki,False
107453,Smoker,Defense of the Ancients 2,4115,Qhali,False
107455,DarkBlack-,Defense of the Ancients 2,48339,Universitario Esports,False
108151,DaaD-,Defense of the Ancients 2,54203,Zero Tenacity,False
108153,Pamplona´´,Defense of the Ancients 2,3188,Lava,False
108155,Adrian<,Defense of the Ancients 2,54186,Wintraders,False
108157,bbq,Defense of the Ancients 2,3188,Lava,False
108159,Faker,Defense of the Ancients 2,3188,Lava,False
108161,slad1n-,Defense of the Ancients 2,48,Infamous,False
108163,lalatronii <,Defense of the Ancients 2,54186,Wintraders,False
108165,JP,Defense of the Ancients 2,53721,Free Stack,False
108167,Takecaremia.-,Defense of the Ancients 2,54186,Wintraders,False
108169,accelgd,Defense of the Ancients 2,48,Infamous,False
108458,Destroyer^^|,Defense of the Ancients 2,4237,Fantasy Gaming,False
108591,OneUn1que,Counter Strike 2,52133,L&G,False
109029,Blessed kid,Defense of the Ancients 2,3755,South Team,False
109557,Clackson,Defense of the Ancients 2,54058,Into the Storm,False
109996,L00m1,Counter Strike 2,51692,Metizport,False
110738,Actor`,Defense of the Ancients 2,3095,Hydra,False
110866,NBK,Counter Strike 2,52244,Revenant,False
110870,reiko,Counter Strike 2,52244,Revenant,False
110874,not me,Defense of the Ancients 2,4017,One Move,False
110876,zed1x,Counter Strike 2,51652,Seight,False
110878,faLcOn,Counter Strike 2,51651,Gameinside,False
110880,Kleepok,Counter Strike 2,51651,Gameinside,False
110882,Shleper,Counter Strike 2,51651,Gameinside,False
110884,noeN,Counter Strike 2,51652,Seight,False
110885,myata,Counter Strike 2,51658,NightRaid,False
110887,yakut,Counter Strike 2,51659,Purple Haze,False
110889,ZLOBAAAAAAAA,Counter Strike 2,51652,Seight,False
110891,sashqua,Counter Strike 2,51652,Seight,False
110897,Frontsiderr,Counter Strike 2,54068,DevilsOne,False
110899,-ZEMO,Counter Strike 2,54068,DevilsOne,False
110901,PeTeRoOo,Counter Strike 2,54068,DevilsOne,False
110903,suonko,Counter Strike 2,54068,DevilsOne,False
110912,4IVAN,Defense of the Ancients 2,54023,Asakura,False
110914,333,Defense of the Ancients 2,54023,Asakura,False
110916,young G,Defense of the Ancients 2,54023,Asakura,False
110918,laise,Defense of the Ancients 2,54023,Asakura,False
110920,revolver,Defense of the Ancients 2,52995,Nightshade Esports,False
110922,34me,Defense of the Ancients 2,3095,Hydra,False
110926,rem1x,Counter Strike 2,53712,Vikings KR,False
110928,realz1n,Counter Strike 2,53712,Vikings KR,False
110930,zmb,Counter Strike 2,53712,Vikings KR,False
110932,ksloks,Counter Strike 2,52023,ODDIK,False
110936,shoowtime,Counter Strike 2,52238,Bounty Hunters,False
110938,Reix,Counter Strike 2,52238,Bounty Hunters,False
110940,KAISERzy,Counter Strike 2,52238,Bounty Hunters,False
110942,bnc77,Counter Strike 2,52238,Bounty Hunters,False
110944,piriajr,Counter Strike 2,51311,Fluxo,False
110954,yaph,Counter Strike 2,51657,REMBAZA,False
110956,dera,Counter Strike 2,51652,Seight,False
110958,PARKER,Counter Strike 2,51658,NightRaid,False
110960,Sul9n,Counter Strike 2,51658,NightRaid,False
110962,soNdarryll,Counter Strike 2,51651,Gameinside,False
110964,L1keRuch,Counter Strike 2,51657,REMBAZA,False
110966,M1rage0,Counter Strike 2,51658,NightRaid,False
110970,TeeZZ,Counter Strike 2,51659,Purple Haze,False
110972,mav1k,Counter Strike 2,51659,Purple Haze,False
110974,bodyaooo,Counter Strike 2,51658,NightRaid,False
110976,DK,Counter Strike 2,51657,REMBAZA,False
110978,Tymoshevskiy,Counter Strike 2,51659,Purple Haze,False
110982,m0nsterr.,Counter Strike 2,52040,BRUTE,False
110984,w4rdeN-,Counter Strike 2,52040,BRUTE,False
110986,amster,Counter Strike 2,53967,kONO,False
110988,byr9,Counter Strike 2,53967,kONO,False
110990,s4ltovsk1yy,Counter Strike 2,53967,kONO,False
110992,Polbandana,Counter Strike 2,53967,kONO,False
110994,;KENSIZOr,Counter Strike 2,53967,kONO,False
111005,fsd,Defense of the Ancients 2,3095,Hydra,False
111009,bobeksde,Counter Strike 2,53618,Johnny Speeds,False
111011,Ro1f,Counter Strike 2,53618,Johnny Speeds,False
111013,spooke,Counter Strike 2,53618,Johnny Speeds,False
111015,draken,Counter Strike 2,53618,Johnny Speeds,False
111023,iDk,Counter Strike 2,53710,inSanitY Sports,False
111025,⑳ shz-_-,Counter Strike 2,53710,inSanitY Sports,False
111027,cass1n,Counter Strike 2,53710,inSanitY Sports,False
111029,pesadelo ;),Counter Strike 2,53710,inSanitY Sports,False
111030,f4stzin,Counter Strike 2,53710,inSanitY Sports,False
111043,Kiritych~,Defense of the Ancients 2,47375,Virtus.Pro,False
111045,Antares,Defense of the Ancients 2,47375,Virtus.Pro,False
111049,squad1x,Defense of the Ancients 2,47375,Virtus.Pro,False
111051,Noticed,Defense of the Ancients 2,48290,9 Pandas,False
111107,SiKO,Counter Strike 2,52040,BRUTE,False
111146,lauNX,Counter Strike 2,52244,Revenant,False
111170,lenci,Counter Strike 2,53919,LA CHAMPIONS LIGA,False
111172,reversive,Counter Strike 2,53711,KRU Esports,False
111174,atarax1a,Counter Strike 2,53711,KRU Esports,False
111176,laser,Counter Strike 2,53711,KRU Esports,False
111178,righi,Counter Strike 2,53711,KRU Esports,False
111180,GYZER,Counter Strike 2,50113,FURIA Academy,False
111182,mello,Counter Strike 2,54148,Game Hunters,False
111184,souz4h,Counter Strike 2,50113,FURIA Academy,False
111186,Jotag3,Counter Strike 2,50113,FURIA Academy,False
111188,max,Counter Strike 2,51864,9z Team,False
111193,⑳ JLK,Counter Strike 2,51146,MIBR Academy,False
111195,★ ⑳ bobz,Counter Strike 2,51146,MIBR Academy,False
111197,Markz,Counter Strike 2,51588,paiN Academy,False
111199,mlhz9n,Counter Strike 2,51146,MIBR Academy,False
111201,brnS,Counter Strike 2,51146,MIBR Academy,False
111203,lukiz,Counter Strike 2,53712,Vikings KR,False
111207,leo,Defense of the Ancients 2,54202,Forward Observation Group,False
111236,leoestilo^^,Defense of the Ancients 2,47983,FUSION Esports,False
111238,matios,Counter Strike 2,52023,ODDIK,False
111240,WOOD7,Counter Strike 2,52023,ODDIK,False
111242,naitte,Counter Strike 2,52023,ODDIK,False
111244,togs,Counter Strike 2,52023,ODDIK,False
111246,fokiu,Counter Strike 2,52190,W7M,False
111248,t9rnay,Counter Strike 2,52190,W7M,False
111250,card,Counter Strike 2,51146,MIBR Academy,False
111252,jz,Counter Strike 2,52153,Intense,False
111254,stormzyn,Counter Strike 2,52190,W7M,False
111258,divine,Counter Strike 2,50948,9z Academy,False
111260,slashzz,Counter Strike 2,50948,9z Academy,False
111261,neozix,Counter Strike 2,50948,9z Academy,False
111263,MaxOff,Counter Strike 2,50948,9z Academy,False
111265,bsd,Counter Strike 2,49959,Case Esports,False
111267,leomonster,Counter Strike 2,53907,Bad News Chickens,False
111269,zede,Counter Strike 2,52153,Intense,False
111271,cso,Counter Strike 2,50714,Sensei,False
111273,CutzMeretz,Counter Strike 2,50714,Sensei,False
111355,leo_drk,Counter Strike 2,51499,Hype E-sports,False
111357,MaLLby,Counter Strike 2,51499,Hype E-sports,False
111359,vinaabeast,Counter Strike 2,51499,Hype E-sports,False
111361,㉑ chinatsu,Counter Strike 2,53951,Nitro,False
111363,history,Counter Strike 2,51499,Hype E-sports,False
111366,waitzin,Counter Strike 2,50238,Hawks,False
111368,★ ⑰ guidimon,Counter Strike 2,51285,ROMANOS,False
111370,kun,Counter Strike 2,50238,Hawks,False
111382,arTisT,Counter Strike 2,49506,Verdant,False
111384,Extinct,Counter Strike 2,49506,Verdant,False
111386,Diviiii,Counter Strike 2,49506,Verdant,False
111388,Vacancy,Counter Strike 2,49506,Verdant,False
111390,Girafffe,Counter Strike 2,49506,Verdant,False
111392,innocent,Counter Strike 2,53754,Rebels Gaming,False
111394,casey,Counter Strike 2,53754,Rebels Gaming,False
111396,kisserek,Counter Strike 2,53754,Rebels Gaming,False
111398,Flayy-,Counter Strike 2,53754,Rebels Gaming,False
111400,olimp,Counter Strike 2,53754,Rebels Gaming,False
111404,ex1st,Counter Strike 2,51930,Anonymo,False
111406,Demho,Counter Strike 2,53957,Betclic Apogee Esports,False
111408,fr3nd,Counter Strike 2,51552,Permitta,False
111410,Sobol,Counter Strike 2,53960,ex-Enterprise Esports,False
111411,l3abaYaga,Counter Strike 2,54079,Haspers Team,False
111416,amiroone,Defense of the Ancients 2,54024,TopTab,False
111419,Noktse,Counter Strike 2,52060,Bestia,False
111421,luchov,Counter Strike 2,52060,Bestia,False
111423,naz,Counter Strike 2,52060,Bestia,False
111425,tomaszin,Counter Strike 2,52060,Bestia,False
111427,zock,Counter Strike 2,52060,Bestia,False
111434,RenanZin,Counter Strike 2,51146,MIBR Academy,False
111436,kurokami,Defense of the Ancients 2,47004,Matreshka,False
111440,hoax,Counter Strike 2,49558,Sharks,False
111442,ninjaZ,Counter Strike 2,53389,Galorys,False
111444,tomate,Counter Strike 2,53389,Galorys,False
111446,detr0ittj,Counter Strike 2,53389,Galorys,False
111448,★ ⑳ zzz,Counter Strike 2,53951,Nitro,False
111450,ckzao,Counter Strike 2,52153,Intense,False
111452,fREQ,Counter Strike 2,52153,Intense,False
111454,keiz,Counter Strike 2,52153,Intense,False
111458,diozera,Counter Strike 2,51146,MIBR Academy,False
111460,coldzera,Counter Strike 2,49780,RED Canids,False
111462,dav1deuS,Counter Strike 2,49780,RED Canids,False
111464,nython,Counter Strike 2,49780,RED Canids,False
111466,venomzera,Counter Strike 2,49780,RED Canids,False
111470,★ ⑳ DANVIET,Counter Strike 2,53950,Ex-Sport,False
111471,xns,Counter Strike 2,51205,Players,False
111473,tt.tv/volteracs,Counter Strike 2,54160,2070,False
111475,✓ ★ ⑳ timid pasenike,Counter Strike 2,53950,Ex-Sport,False
111477,㉑ PremiuM,Counter Strike 2,51295,Yawara Esports,False
111479,doc,Counter Strike 2,49558,Sharks,False
111481,gafolo,Counter Strike 2,49558,Sharks,False
111483,rdn,Counter Strike 2,49558,Sharks,False
111485,koala,Counter Strike 2,49558,Sharks,False
111489,ALLE,Counter Strike 2,51791,Solid,False
111491,lcm,Counter Strike 2,50714,Sensei,False
111493,destiny,Counter Strike 2,51791,Solid,False
111495,xureba,Counter Strike 2,53389,Galorys,False
111497,gbb,Counter Strike 2,51791,Solid,False
111499,deco,Counter Strike 2,53711,KRU Esports,False
111520,raalz,Counter Strike 2,49865,9INE,False
111522,mantuu,Counter Strike 2,49865,9INE,False
111524,refrezh,Counter Strike 2,49865,9INE,False
111526,misutaaa,Counter Strike 2,49865,9INE,False
111528,s0und,Counter Strike 2,49865,9INE,False
111530,SHiNE,Counter Strike 2,51692,Metizport,False
111557,MiGHTYMAX,Counter Strike 2,49792,ENDPOINT,False
111558,Surreal^,Counter Strike 2,49792,ENDPOINT,False
111560,cej0t,Counter Strike 2,49792,ENDPOINT,False
111562,CRUC1AL,Counter Strike 2,49792,ENDPOINT,False
111564,AZUWU,Counter Strike 2,49792,ENDPOINT,False
111583,nekiz,Counter Strike 2,51961,Legacy,False
111585,saadzin,Counter Strike 2,51961,Legacy,False
111586,b4rtin,Counter Strike 2,51961,Legacy,False
111588,dumau,Counter Strike 2,51961,Legacy,False
111590,latto,Counter Strike 2,51961,Legacy,False
111591,yepz,Counter Strike 2,49959,Case Esports,False
111593,RICIOLI,Counter Strike 2,49959,Case Esports,False
111595,nyezin,Counter Strike 2,49959,Case Esports,False
111597,urban0,Counter Strike 2,49959,Case Esports,False
111621,Andrew,Counter Strike 2,51434,Limitless,False
111629,fear,Counter Strike 2,52356,Passion UA,False
111631,maaryy,Counter Strike 2,51552,Permitta,False
111632,tomiko,Counter Strike 2,51552,Permitta,False
111634,masked,Counter Strike 2,51552,Permitta,False
111636,bnox,Counter Strike 2,51552,Permitta,False
111638,aliez,Defense of the Ancients 2,3095,Hydra,False
111639,FpSSS,Counter Strike 2,51542,INSILIO,False
111641,sugaR,Counter Strike 2,51542,INSILIO,False
111642,Polt,Counter Strike 2,51542,INSILIO,False
111643,faydett,Counter Strike 2,51542,INSILIO,False
111645,Pipw,Counter Strike 2,51542,INSILIO,False
111647,Beccie,Counter Strike 2,52160,Preasy Esports,False
111649,Equip,Counter Strike 2,52160,Preasy Esports,False
111663,AMMAR_THE_F,Defense of the Ancients 2,48290,9 Pandas,False
111732,Jimmycoff,Defense of the Ancients 2,4237,Fantasy Gaming,False
111766,hyped,Counter Strike 2,51794,ALTERNATE aTTaX,False
111768,PerX,Counter Strike 2,51794,ALTERNATE aTTaX,False
111770,awzek,Counter Strike 2,51794,ALTERNATE aTTaX,False
111772,FreeZe,Counter Strike 2,51794,ALTERNATE aTTaX,False
111774,ArroW,Counter Strike 2,51794,ALTERNATE aTTaX,False
111776,levi,Counter Strike 2,52065,Team UNiTY,False
111778,Pechyn,Counter Strike 2,52065,Team UNiTY,False
111780,blogg1s,Counter Strike 2,52065,Team UNiTY,False
111782,K1-FiDa,Counter Strike 2,52065,Team UNiTY,False
111784,M1key,Counter Strike 2,52065,Team UNiTY,False
111786,Maarkoos,Counter Strike 2,54079,Haspers Team,False
111788,kadziju,Counter Strike 2,51986,Illuminar gaming,False
111790,Furlan,Counter Strike 2,51986,Illuminar gaming,False
111792,b1elany :p,Counter Strike 2,51986,Illuminar gaming,False
111794,✓ ★ ⑳ hugadas,Counter Strike 2,51588,paiN Academy,False
111796,Tatu,Counter Strike 2,51588,paiN Academy,False
