nickname,player_id,series_count,game_count,total_kills,avg_kills,max_kills,min_kills,total_deaths,avg_deaths,max_deaths,min_deaths,kd_ratio,kills_per_game,deaths_per_game
draken,111015,13,33,553,42.53846153846154,71,28,479,36.84615384615385,51,19,1.1544885177453028,16.757575757575758,14.515151515151516
lenci,111170,4,10,132,33.0,41,17,133,33.25,41,25,0.9924812030075189,13.2,13.3
mello,111182,7,18,294,42.0,65,19,216,30.857142857142858,45,15,1.3611111111111112,16.333333333333332,12.0
⑳ JLK,111193,9,21,238,26.444444444444443,39,18,305,33.888888888888886,54,23,0.780327868852459,11.333333333333334,14.523809523809524
★ ⑳ bobz,111195,6,14,148,24.666666666666668,41,15,204,34.0,48,28,0.7254901960784313,10.571428571428571,14.571428571428571
Markz,111197,11,26,362,32.90909090909091,51,17,365,33.18181818181818,46,19,0.9917808219178084,13.923076923076923,14.038461538461538
mlhzin,111199,14,33,551,39.35714285714285,88,19,478,34.142857142857146,56,17,1.1527196652719665,16.696969696969695,14.484848484848484
brn$,111201,14,33,432,30.857142857142858,58,15,456,32.57142857142857,51,10,0.9473684210526316,13.090909090909092,13.818181818181818
lukiz,111203,6,11,157,26.166666666666668,38,13,140,23.33333333333333,38,10,1.1214285714285714,14.272727272727272,12.727272727272728
matios,111238,11,27,333,30.272727272727277,50,9,393,35.72727272727273,55,11,0.8473282442748091,12.333333333333334,14.555555555555555
WOOD7,111240,11,27,391,35.54545454545455,58,19,378,34.36363636363637,53,7,1.0343915343915344,14.48148148148148,14.0
naitte,111242,11,27,429,39.0,55,15,430,39.09090909090909,65,10,0.9976744186046512,15.88888888888889,15.925925925925926
togs,111244,11,27,437,39.72727272727273,59,16,389,35.36363636363637,56,11,1.1233933161953729,16.185185185185187,14.407407407407408
card,111250,8,21,314,39.25,54,29,282,35.25,51,17,1.1134751773049645,14.952380952380953,13.428571428571429
divine,111258,12,28,383,31.916666666666668,53,15,391,32.583333333333336,49,20,0.979539641943734,13.678571428571429,13.964285714285714
slashzz,111260,12,28,414,34.5,52,13,426,35.5,56,20,0.971830985915493,14.785714285714286,15.214285714285714
neozix,111261,12,28,370,30.83333333333333,44,18,430,35.833333333333336,53,26,0.8604651162790697,13.214285714285714,15.357142857142858
MaxOff,111263,12,28,374,31.166666666666668,49,15,403,33.583333333333336,47,19,0.9280397022332506,13.357142857142858,14.392857142857142
bsd,111265,9,24,355,39.44444444444444,61,20,332,36.888888888888886,50,24,1.069277108433735,14.791666666666666,13.833333333333334
leomonster,111267,11,24,408,37.09090909090909,62,14,375,34.09090909090909,57,16,1.088,17.0,15.625
cso,111271,14,31,420,30.0,50,14,463,33.07142857142857,56,22,0.9071274298056156,13.548387096774194,14.935483870967742
CutzMeretz,111273,15,34,397,26.466666666666665,53,11,507,33.8,56,16,0.7830374753451677,11.676470588235292,14.911764705882351
leo_drk,111355,1,2,27,27.0,27,27,22,22.0,22,22,1.2272727272727273,13.5,11.0
MaLLby,111357,1,2,30,30.0,30,30,17,17.0,17,17,1.7647058823529411,15.0,8.5
vinaabeast,111359,1,2,32,32.0,32,32,20,20.0,20,20,1.6,16.0,10.0
history,111363,1,2,43,43.0,43,43,13,13.0,13,13,3.3076923076923075,21.5,6.5
artist,111382,33,87,1247,37.78787878787879,66,17,1427,43.24242424242424,63,22,0.8738612473721094,14.333333333333334,16.402298850574713
Extinct,111384,34,89,1252,36.8235294117647,67,18,1509,44.38235294117647,62,21,0.829688535453943,14.067415730337078,16.95505617977528
Diviiii,111386,33,87,1501,45.48484848484848,79,24,1234,37.39393939393939,56,15,1.2163695299837924,17.25287356321839,14.183908045977011
Vacancy,111388,32,84,1210,37.8125,71,13,1376,43.0,63,25,0.8793604651162791,14.404761904761903,16.38095238095238
Girafffe,111390,30,78,1110,37.0,63,16,1192,39.73333333333333,59,19,0.9312080536912752,14.23076923076923,15.282051282051285
innocent,111392,5,13,193,38.6,53,30,203,40.6,50,29,0.9507389162561576,14.846153846153848,15.615384615384617
casey,111394,5,13,206,41.2,65,22,213,42.6,57,31,0.9671361502347418,15.846153846153848,16.384615384615383
kisserek,111396,5,13,202,40.4,53,32,196,39.2,53,25,1.030612244897959,15.538461538461538,15.076923076923077
flayyy,111398,5,13,195,39.0,45,32,202,40.4,53,27,0.9653465346534652,15.0,15.538461538461538
olimp,111400,5,13,185,37.0,47,26,204,40.8,59,25,0.9068627450980392,14.23076923076923,15.692307692307692
ex1st,111404,23,55,731,31.782608695652176,58,18,798,34.69565217391305,64,23,0.9160401002506264,13.290909090909093,14.50909090909091
U10m3k,111406,16,37,564,35.25,83,16,530,33.125,66,13,1.0641509433962264,15.243243243243244,14.324324324324325
fr3nd,111408,33,77,1129,34.21212121212121,60,20,1049,31.78787878787879,63,17,1.0762631077216396,14.662337662337665,13.623376623376624
l3abaYaga,111411,17,39,545,32.05882352941177,54,17,554,32.588235294117645,67,17,0.983754512635379,13.974358974358974,14.205128205128204
RenanZin,111434,14,33,440,31.428571428571427,51,15,440,31.428571428571427,53,10,1.0,13.333333333333334,13.333333333333334
hoax,111440,11,24,325,29.545454545454547,45,8,357,32.45454545454545,55,10,0.9103641456582632,13.541666666666666,14.875
ninjaZ,111442,4,9,96,24.0,28,18,118,29.5,38,15,0.8135593220338984,10.666666666666666,13.11111111111111
tomate,111444,4,9,152,38.0,45,32,126,31.5,44,18,1.2063492063492065,16.88888888888889,14.0
detr0ittj,111446,3,7,105,35.0,40,31,91,30.33333333333333,35,26,1.1538461538461535,15.0,13.0
happ,111448,4,9,127,31.75,52,24,133,33.25,49,27,0.9548872180451128,14.11111111111111,14.77777777777778
diozera,111458,8,19,321,40.125,63,25,283,35.375,55,17,1.1342756183745584,16.894736842105264,14.894736842105264
xns,111471,4,9,122,30.5,41,20,113,28.25,38,23,1.079646017699115,13.555555555555555,12.555555555555555
㉑ PremiuM,111477,9,21,248,27.55555555555556,40,15,300,33.333333333333336,50,20,0.8266666666666667,11.80952380952381,14.285714285714286
doc,111479,14,31,541,38.642857142857146,69,7,489,34.92857142857143,59,10,1.1063394683026584,17.451612903225808,15.774193548387096
gafolo,111481,14,31,474,33.857142857142854,72,11,438,31.285714285714285,49,8,1.082191780821918,15.290322580645162,14.129032258064516
rdn,111483,14,31,438,31.285714285714285,48,6,463,33.07142857142857,56,7,0.9460043196544276,14.129032258064516,14.935483870967742
koala,111485,14,31,513,36.642857142857146,70,10,446,31.857142857142858,51,7,1.1502242152466369,16.548387096774192,14.387096774193548
pepe,111487,4,9,129,32.25,41,21,128,32.0,53,20,1.0078125,14.333333333333334,14.22222222222222
ALLE,111489,5,10,148,29.6,45,18,135,27.0,46,12,1.0962962962962963,14.8,13.5
lcm,111491,7,16,217,31.0,47,21,197,28.142857142857142,44,22,1.101522842639594,13.5625,12.3125
destiny,111493,5,10,134,26.8,36,17,141,28.2,50,15,0.950354609929078,13.4,14.1
xureba,111495,4,9,138,34.5,45,28,119,29.75,37,14,1.1596638655462186,15.333333333333334,13.22222222222222
gbb,111497,5,10,134,26.8,49,10,137,27.4,49,15,0.978102189781022,13.4,13.7
raalz,111520,15,34,463,30.866666666666667,49,15,520,34.666666666666664,51,16,0.8903846153846153,13.617647058823527,15.294117647058824
mantuu,111522,15,34,534,35.6,51,17,465,31.0,52,15,1.1483870967741936,15.705882352941176,13.676470588235292
refrezh,111524,15,34,553,36.86666666666667,58,15,469,31.266666666666666,50,18,1.1791044776119404,16.264705882352942,13.794117647058824
misutaaa,111526,15,34,530,35.333333333333336,50,21,540,36.0,58,17,0.9814814814814816,15.588235294117649,15.882352941176473
s0und,111528,15,34,514,34.266666666666666,45,16,523,34.86666666666667,60,18,0.982791586998088,15.117647058823527,15.382352941176473
MiGHTYMAX,111557,25,58,739,29.56,54,16,859,34.36,58,21,0.860302677532014,12.741379310344827,14.810344827586206
Surreal^,111558,25,58,825,33.0,48,16,819,32.76,48,19,1.0073260073260073,14.224137931034482,14.120689655172416
cej0t,111560,25,58,910,36.4,60,12,854,34.16,53,20,1.0655737704918034,15.689655172413794,14.724137931034482
CRUC1AL,111562,25,58,869,34.76,60,20,824,32.96,51,21,1.0546116504854368,14.982758620689657,14.20689655172414
AZUWU,111564,25,58,891,35.64,61,13,878,35.12,53,22,1.0148063781321184,15.362068965517242,15.137931034482758
yepz,111591,9,24,334,37.11111111111112,51,19,369,41.0,50,27,0.9051490514905148,13.916666666666666,15.375
RICIOLI,111593,9,24,293,32.55555555555556,52,15,402,44.66666666666666,59,34,0.7288557213930348,12.208333333333334,16.75
nyezin,111595,9,24,353,39.22222222222222,58,25,388,43.11111111111112,55,27,0.9097938144329896,14.708333333333334,16.166666666666668
urban0,111597,9,24,414,46.0,69,22,384,42.66666666666666,58,32,1.078125,17.25,16.0
maaryy,111631,48,121,1711,35.645833333333336,67,17,1756,36.583333333333336,53,15,0.974373576309795,14.140495867768594,14.512396694214877
tomiko,111632,48,121,1902,39.625,59,15,1919,39.97916666666666,62,19,0.9911412193850964,15.71900826446281,15.859504132231406
masked,111634,48,121,1555,32.395833333333336,59,17,1946,40.54166666666666,63,19,0.7990750256937307,12.851239669421489,16.082644628099175
bnox,111636,48,121,1892,39.41666666666666,66,18,1848,38.5,59,19,1.0238095238095235,15.636363636363637,15.272727272727272
FpSSS,111639,30,78,1161,38.7,62,20,1138,37.93333333333333,52,20,1.0202108963093146,14.884615384615383,14.58974358974359
sugaR,111641,30,78,1303,43.43333333333333,61,22,1126,37.53333333333333,53,18,1.1571936056838366,16.705128205128204,14.435897435897436
Polt,111642,25,65,990,39.6,59,26,985,39.4,55,18,1.0050761421319796,15.23076923076923,15.153846153846152
faydett,111643,30,78,1096,36.53333333333333,59,19,1186,39.53333333333333,53,22,0.924114671163575,14.051282051282053,15.205128205128204
Pipw,111645,30,78,1217,40.56666666666667,64,20,1185,39.5,54,25,1.0270042194092828,15.602564102564102,15.192307692307692
Beccie,111647,34,81,1243,36.55882352941177,68,12,1256,36.94117647058823,66,24,0.9896496815286624,15.34567901234568,15.506172839506172
Equip,111649,34,81,1085,31.91176470588235,63,13,1341,39.44117647058823,66,26,0.8090976882923192,13.395061728395062,16.555555555555557
skejs,111653,4,9,135,33.75,46,20,140,35.0,50,28,0.9642857142857144,15.0,15.555555555555555
M1key,111784,18,44,682,37.888888888888886,73,22,659,36.61111111111112,55,18,1.0349013657056143,15.5,14.977272727272728
Maarkoos,111786,28,66,959,34.25,50,19,925,33.035714285714285,47,9,1.0367567567567568,14.530303030303031,14.015151515151516
kadziju,111788,34,81,1206,35.47058823529412,57,14,1224,36.0,52,21,0.9852941176470588,14.88888888888889,15.11111111111111
Furlan,111790,33,78,1052,31.87878787878788,56,9,1293,39.18181818181818,58,25,0.8136117556071152,13.487179487179487,16.576923076923077
b1elany :p,111792,34,81,1288,37.88235294117647,70,14,1245,36.61764705882353,52,22,1.0345381526104418,15.901234567901234,15.37037037037037
✓ ★ ⑳ hugadas,111794,7,16,250,35.714285714285715,61,24,259,37.0,50,25,0.9652509652509652,15.625,16.1875
Tatu,111796,11,26,405,36.81818181818182,55,22,407,37.0,49,20,0.995085995085995,15.576923076923077,15.653846153846152
Misfit,111797,7,14,236,33.714285714285715,63,13,178,25.428571428571427,43,14,1.3258426966292134,16.857142857142858,12.714285714285714
deemO,111799,11,26,434,39.45454545454545,65,28,369,33.54545454545455,50,19,1.1761517615176151,16.692307692307693,14.192307692307692
AcilioN,111946,30,72,925,30.83333333333333,55,18,1173,39.1,67,25,0.7885763000852515,12.84722222222222,16.291666666666668
phr,111998,33,79,1135,34.39393939393939,64,9,1208,36.60606060606061,52,25,0.9395695364238412,14.367088607594935,15.291139240506327
SELLTER,112002,28,68,945,33.75,61,17,976,34.857142857142854,56,14,0.9682377049180328,13.897058823529411,14.352941176470589
xiELO-,112004,26,63,1064,40.92307692307692,74,22,944,36.30769230769231,58,19,1.1271186440677967,16.88888888888889,14.984126984126984
easy,112008,26,63,912,35.07692307692308,62,14,817,31.423076923076923,54,12,1.1162790697674418,14.476190476190476,12.968253968253968
tN1R,112010,25,60,1024,40.96,73,26,832,33.28,51,16,1.2307692307692308,17.066666666666666,13.866666666666667
szejn',112012,48,118,1763,36.72916666666666,62,13,1749,36.4375,64,22,1.0080045740423098,14.940677966101696,14.822033898305085
sense,112014,18,42,575,31.944444444444443,58,16,650,36.11111111111112,58,22,0.8846153846153846,13.69047619047619,15.476190476190476
Fessor,112016,39,96,1485,38.07692307692308,69,15,1494,38.30769230769231,66,20,0.993975903614458,15.46875,15.5625
Tapewaare,112018,48,118,1596,33.25,60,14,1729,36.020833333333336,63,18,0.9230769230769232,13.52542372881356,14.652542372881356
j0w_.,112020,15,33,481,32.06666666666667,64,22,476,31.73333333333333,49,14,1.0105042016806722,14.575757575757576,14.424242424242424
lash,112022,15,33,508,33.86666666666667,59,24,431,28.73333333333333,43,12,1.1786542923433874,15.393939393939394,13.06060606060606
stax,112024,15,33,400,26.666666666666668,41,11,518,34.53333333333333,54,19,0.7722007722007722,12.12121212121212,15.696969696969695
revoltz,112028,15,33,422,28.133333333333333,44,13,469,31.266666666666666,49,16,0.8997867803837953,12.787878787878787,14.212121212121213
beastik,112084,29,71,862,29.724137931034484,59,9,1067,36.793103448275865,56,21,0.8078725398313027,12.140845070422536,15.028169014084508
MoriiSko,112085,29,71,1023,35.27586206896552,64,14,1113,38.37931034482759,58,16,0.9191374663072776,14.408450704225352,15.67605633802817
oskar,112087,29,71,1224,42.206896551724135,74,19,994,34.27586206896552,54,19,1.2313883299798791,17.239436619718308,14.0
SHOCK,112089,29,71,1041,35.89655172413793,70,15,1006,34.689655172413794,53,18,1.0347912524850895,14.661971830985916,14.169014084507042
majky,112091,29,71,994,34.27586206896552,54,18,1137,39.206896551724135,60,23,0.8742304309586632,14.0,16.014084507042252
Jackinho,112095,7,15,273,39.0,67,29,269,38.42857142857143,67,28,1.0148698884758365,18.2,17.933333333333334
sAvana1,112103,20,50,666,33.3,56,15,752,37.6,62,22,0.8856382978723404,13.32,15.04
manguss,112105,20,50,733,36.65,55,16,773,38.65,58,24,0.9482535575679172,14.66,15.46
The eLiVe,112106,20,50,619,30.95,66,13,772,38.6,59,21,0.8018134715025906,12.38,15.44
ZEDKO,112108,20,50,736,36.8,72,14,787,39.35,63,26,0.9351969504447268,14.72,15.74
fino,112110,20,50,745,37.25,62,13,729,36.45,60,23,1.0219478737997256,14.9,14.58
MTGG,112140,3,3,56,18.666666666666668,24,15,53,17.666666666666668,21,15,1.0566037735849056,18.666666666666668,17.666666666666668
juanflatroo,112192,18,43,698,38.77777777777778,64,17,728,40.44444444444444,54,22,0.9587912087912088,16.232558139534884,16.930232558139537
Keoz,112194,18,43,584,32.44444444444444,54,16,675,37.5,51,17,0.8651851851851852,13.581395348837209,15.69767441860465
sinnopsyy =DD,112198,18,43,627,34.833333333333336,66,17,680,37.77777777777778,55,23,0.9220588235294118,14.581395348837209,15.813953488372093
smooya,112200,18,43,723,40.16666666666666,66,20,600,33.333333333333336,44,14,1.205,16.813953488372093,13.953488372093023
JBOEN,112208,33,79,1207,36.57575757575758,65,13,1178,35.696969696969695,63,23,1.0246179966044142,15.278481012658228,14.91139240506329
bevve,112226,2,4,44,22.0,23,21,57,28.5,32,25,0.7719298245614035,11.0,14.25
leaf,112230,11,27,356,32.36363636363637,53,15,414,37.63636363636363,52,17,0.8599033816425121,13.185185185185183,15.333333333333334
kiR,112237,27,66,1005,37.22222222222222,69,20,1086,40.22222222222222,62,22,0.925414364640884,15.227272727272728,16.454545454545453
ANSG1,112239,27,66,984,36.44444444444444,71,16,983,36.407407407407405,60,20,1.0010172939979654,14.909090909090908,14.893939393939394
kroK,112241,27,66,984,36.44444444444444,57,16,1110,41.11111111111112,67,20,0.8864864864864865,14.909090909090908,16.818181818181817
bruninhocs_,112243,3,3,36,12.0,15,8,40,13.333333333333334,15,12,0.9,12.0,13.333333333333334
arT,112361,10,20,289,28.9,52,16,275,27.5,49,9,1.050909090909091,14.45,13.75
chayJESUS,112365,3,8,131,43.66666666666666,58,35,94,31.33333333333333,39,20,1.3936170212765957,16.375,11.75
nicks,112367,10,20,252,25.2,40,5,249,24.9,45,8,1.0120481927710845,12.6,12.45
zevy,112369,10,20,292,29.2,41,12,234,23.4,43,8,1.247863247863248,14.6,11.7
drac,112414,40,93,1473,36.825,68,0,1414,35.35,59,1,1.0417256011315417,15.838709677419354,15.204301075268818
devoduvek力,112416,40,93,1128,28.2,43,2,1451,36.275,66,1,0.777394900068918,12.129032258064516,15.602150537634408
Brooxsy,112418,40,93,1436,35.9,70,3,1447,36.175,64,0,0.9923980649619903,15.440860215053764,15.559139784946236
unshaarK,112420,10,24,308,30.8,46,17,383,38.3,54,25,0.804177545691906,12.833333333333334,15.958333333333334
KursySSJ4,112422,39,92,1740,44.61538461538461,79,1,1268,32.51282051282051,55,0,1.3722397476340693,18.91304347826087,13.782608695652174
MAGILA-,112432,17,42,656,38.588235294117645,59,16,662,38.94117647058823,64,21,0.9909365558912386,15.61904761904762,15.761904761904765
oopee,112446,18,42,746,41.44444444444444,62,28,665,36.94444444444444,61,19,1.1218045112781956,17.761904761904763,15.833333333333334
Legy,112514,11,26,365,33.18181818181818,59,19,400,36.36363636363637,50,20,0.9125,14.038461538461538,15.384615384615383
short,112641,11,24,385,35.0,48,19,337,30.63636363636364,51,12,1.142433234421365,16.041666666666668,14.041666666666666
alisson,112643,11,24,378,34.36363636363637,54,17,328,29.818181818181817,49,13,1.1524390243902438,15.75,13.666666666666666
skr,112646,11,24,362,32.90909090909091,52,6,313,28.454545454545453,48,12,1.156549520766773,15.083333333333334,13.041666666666666
desh,112648,11,24,415,37.72727272727273,62,13,311,28.272727272727277,51,9,1.3344051446945338,17.291666666666668,12.958333333333334
Chr1zN,112715,8,21,300,37.5,49,28,344,43.0,52,26,0.872093023255814,14.285714285714286,16.38095238095238
prt,112780,10,25,332,33.2,50,12,331,33.1,49,18,1.003021148036254,13.28,13.24
antonini-,112784,3,3,62,20.666666666666668,33,9,63,21.0,30,16,0.984126984126984,20.666666666666668,21.0
pedrinzy,112786,4,11,155,38.75,54,26,143,35.75,52,25,1.083916083916084,14.090909090909092,13.0
refraction,112857,6,14,131,21.83333333333333,33,13,217,36.16666666666666,54,19,0.6036866359447005,9.357142857142858,15.5
Blytz,112859,27,73,1233,45.66666666666666,63,26,1087,40.25925925925926,73,21,1.1343146274149034,16.89041095890411,14.89041095890411
